energy,tempo,danceability,genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name
0.764,148.853,0.666,latin,-6.297,0.347,0.729,"Tito Double P, Grupo Frontera",4,0.116,85,INCÓMODO,Viva Latino,AY MAMÁ
0.162,184.784,0.459,latin,-11.634,0.137,0.483,"Yami Safdie, Lasso",3,0.0425,79,En Otra Vida,Viva Latino,En Otra Vida
0.834,139.995,0.783,latin,-4.623,0.0903,0.92,"Clave Especial, Luis R Conriquez",3,0.029,81,No Son Doritos,Viva Latino,No Son Doritos
0.682,100.036,0.75,latin,-3.825,0.112,0.618,Beéle,4,0.0945,79,Frente al Mar,Viva Latino,Frente al Mar
0.578,199.997,0.734,latin,-4.147,0.113,0.88,"W Sound, Blessd, Ovy On The Drums",4,0.295,82,Soltera (W Sound 01),Viva Latino,Soltera - W Sound 01
0.824,124.997,0.747,latin,-4.353,0.282,0.793,"Calle 24, Chuyin",3,0.0348,77,NO PIERDO LA VIDA,Viva Latino,NO PIERDO LA VIDA
0.787,165.07,0.809,latin,-3.826,0.0653,0.9,"Alemán, Gera MX",4,0.125,68,Como Pacman,Viva Latino,Como Pacman
0.356,169.653,0.529,latin,-6.612,0.136,0.659,Julión Álvarez y su Norteño Banda,3,0.0569,85,Atento Aviso ... Rey Sin Reina,Viva Latino,Rey Sin Reina
0.806,123.009,0.763,latin,-4.946,0.0612,0.594,"Belinda, Kenia OS",4,0.0532,73,JACKPOT,Viva Latino,JACKPOT
0.872,128.924,0.816,latin,-4.27,0.254,0.94,Emilia,4,0.0442,77,noviogangsta <3,Viva Latino,noviogangsta <3
0.896,90.622,0.662,latin,-5.311,0.186,0.79,"Don Omar, Tego Calderón",4,0.251,68,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Latino Hip-Hop,Bandoleros
0.59,161.989,0.864,latin,-8.768,0.093,0.579,Alemán,4,0.499,69,Eclipse,Latino Hip-Hop,Rucón
0.63,81.009,0.72,indian,-5.549,0.108,0.512,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",4,0.0413,70,"Raataan Lambiyan (From ""Shershaah"")",Bollywood Butter,"Raataan Lambiyan (From ""Shershaah"")"
0.573,82.941,0.603,indian,-5.843,0.0971,0.236,"Jasleen Royal, B Praak, Romy, Anvita Dutt",4,0.0502,68,"Ranjha (From ""Shershaah"")",Bollywood Butter,"Ranjha (From ""Shershaah"")"
0.468,135.875,0.483,indian,-7.642,0.152,0.319,"Pritam, Arijit Singh",4,0.0341,73,Love Aaj Kal (Original Motion Picture Soundtrack),Bollywood Butter,Shayad
0.519,122.925,0.562,indian,-8.744,0.172,0.415,"Alka Yagnik, Arijit Singh",4,0.0326,70,Tamasha,Bollywood Butter,Agar Tum Saath Ho
0.481,124.914,0.534,indian,-9.016,0.142,0.293,"Pritam, Arijit Singh",4,0.0412,71,Chhichhore,Bollywood Butter,Khairiyat
0.866,140.266,0.526,rock,-5.822,0.0945,0.248,Arctic Monkeys,4,0.0568,84,Favourite Worst Nightmare,Indie Rock Roadtrip,505
0.903,132.009,0.562,rock,-4.46,0.298,0.791,Yeah Yeah Yeahs,4,0.0296,68,It's Blitz!,Indie Rock Roadtrip,Heads Will Roll
0.585,109.942,0.775,rock,-9.516,0.077,0.518,"Daft Punk, Julian Casablancas",4,0.0271,74,Random Access Memories,Indie Rock Roadtrip,Instant Crush (feat. Julian Casablancas)
0.957,105.105,0.606,rock,-3.404,0.14,0.603,Jet,4,0.0814,72,Get Born,Indie Rock Roadtrip,Are You Gonna Be My Girl
0.94,100.99,0.438,rock,-3.249,0.3,0.421,MGMT,3,0.0452,73,Oracular Spectacular,Indie Rock Roadtrip,Time to Pretend
0.795,79.028,0.801,rock,-5.115,0.0717,0.754,Portugal. The Man,4,0.0504,81,Woodstock,Feel Good Indie Rock,Feel It Still
0.509,119.945,0.578,rock,-6.229,0.344,0.586,Dominic Fike,4,0.0279,80,14 minutes,Feel Good Indie Rock,misses
0.62,117.038,0.741,rock,-5.505,0.0398,0.934,Hozier,4,0.0412,79,Unheard,Feel Good Indie Rock,Too Sweet
0.643,103.842,0.633,rock,-8.122,0.78,0.472,juju<3,4,0.0252,78,Wasted Summers,Feel Good Indie Rock,Wasted Summers
0.593,120.509,0.565,rock,-5.864,0.215,0.429,d4vd,4,0.0883,78,Feel It (From The Original Series “Invincible”),Feel Good Indie Rock,Feel It - From The Original Series “Invincible”
0.749,164.959,0.593,rock,-5.67,0.314,0.649,The Strokes,4,0.0475,77,The New Abnormal,Feel Good Indie Rock,The Adults Are Talking
0.518,151.891,0.815,rock,-6.594,0.104,0.877,Dominic Fike,4,0.0897,77,"Don't Forget About Me, Demos",Feel Good Indie Rock,3 Nights
0.846,103.912,0.611,rock,-5.9,0.0784,0.751,The Smiths,4,0.0436,77,The Smiths,Feel Good Indie Rock,This Charming Man - 2011 Remaster
0.924,168.017,0.598,rock,-4.974,0.17,0.611,Royel Otis,4,0.0623,76,Oysters In My Pocket,Feel Good Indie Rock,Oysters In My Pocket
0.828,112.056,0.654,rock,-5.377,0.122,0.79,Arctic Monkeys,4,0.0281,76,Favourite Worst Nightmare,Feel Good Indie Rock,Fluorescent Adolescent
0.901,113.967,0.621,rock,-5.396,0.0875,0.744,New Radicals,4,0.0302,74,Maybe You've Been Brainwashed Too,Feel Good Indie Rock,You Get What You Give
0.509,119.869,0.898,rock,-7.973,0.0876,0.727,Rex Orange County,4,0.062,74,WHO CARES?,Feel Good Indie Rock,THE SHADE
0.94,100.99,0.438,rock,-3.249,0.3,0.421,MGMT,3,0.0452,73,Oracular Spectacular,Feel Good Indie Rock,Time to Pretend
0.572,131.272,0.636,rock,-7.797,0.0878,0.66,Big Thief,4,0.0913,73,Vampire Empire,Feel Good Indie Rock,Vampire Empire
0.603,102.99,0.66,rock,-7.7,0.0751,0.527,The American Dawn,4,0.025,73,Her,Feel Good Indie Rock,Her
0.798,126.976,0.502,rock,-5.909,0.0979,0.307,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",4,0.0414,72,the record,Feel Good Indie Rock,Not Strong Enough
0.684,209.688,0.633,rock,-4.314,0.112,0.725,Bakar,4,0.591,71,Hell N Back,Feel Good Indie Rock,Hell N Back
0.351,87.057,0.665,rock,-9.424,0.109,0.451,Crumb,4,0.0276,71,Jinx,Feel Good Indie Rock,Ghostride
0.521,106.035,0.539,rock,-7.46,0.367,0.679,The Strokes,4,0.0299,69,Is This It,Feel Good Indie Rock,Someday
0.544,121.968,0.823,rock,-10.077,0.108,0.826,Vansire,4,0.0358,69,Metamodernity,Feel Good Indie Rock,Metamodernity
0.658,150.093,0.615,rock,-7.299,0.205,0.293,alt-J,4,0.0343,68,An Awesome Wave,Feel Good Indie Rock,Breezeblocks
0.501,134.014,0.781,rock,-9.767,0.0908,0.961,Mk.gee,4,0.0333,68,ROCKMAN,Feel Good Indie Rock,ROCKMAN
0.501,87.086,0.668,country,-13.119,0.194,0.858,Kenny Rogers,4,0.0629,73,The Gambler,Classic Country,The Gambler
0.361,121.059,0.606,country,-16.031,0.38,0.621,George Strait,4,0.0346,70,Strait From The Heart,Classic Country,Amarillo By Morning
0.361,187.711,0.363,country,-14.398,0.154,0.612,"Waylon Jennings, Willie Nelson",3,0.0499,68,Waylon & Willie,Classic Country,Mammas Don't Let Your Babies Grow up to Be Cowboys
0.586,78.259,0.434,r&b,-7.612,0.146,0.239,"SZA, Travis Scott",4,0.138,80,SOS,R&B Hits,Open Arms (feat. Travis Scott)
0.545,159.94,0.545,r&b,-7.362,0.417,0.549,Frank Ocean,3,0.107,87,Blonde,R&B Hits,Pink + White
0.364,75.24,0.524,r&b,-10.209,0.1,0.436,"Daniel Caesar, H.E.R.",4,0.0367,84,Freudian,R&B Hits,Best Part (feat. H.E.R.)
0.507,86.412,0.662,r&b,-8.238,0.0465,0.676,"USHER, Alicia Keys",4,0.118,79,Confessions (Expanded Edition),R&B Hits,My Boo
0.607,81.001,0.684,r&b,-8.127,0.191,0.498,Miguel,4,0.1,85,All I Want Is You,R&B Hits,Sure Thing
0.551,143.008,0.559,r&b,-7.231,0.11,0.392,SZA,4,0.132,86,SOS,R&B Hits,Snooze
0.444,118.402,0.609,r&b,-9.129,0.104,0.166,Alicia Keys,3,0.106,81,The Diary Of Alicia Keys,R&B Hits,If I Ain't Got You
0.394,117.489,0.689,r&b,-10.102,0.0859,0.382,Brent Faiyaz,3,0.065,78,Poison,R&B Hits,Poison
0.551,92.887,0.911,r&b,-3.75,0.0863,0.969,Mary J. Blige,4,0.045,78,No More Drama,R&B Hits,Family Affair
0.693,86.009,0.662,r&b,-4.298,0.145,0.655,Chris Brown,4,0.0698,74,Exclusive (Expanded Edition),R&B Hits,With You
0.684,112.912,0.692,r&b,-7.364,0.156,0.406,SZA,4,0.155,80,Ctrl,R&B Hits,Broken Clocks
0.239,113.451,0.372,r&b,-11.314,0.168,0.127,Miguel,4,0.0296,79,All I Want Is You,R&B Hits,Girl With The Tattoo Enter.lewd
0.307,92.995,0.81,r&b,-7.215,0.0779,0.697,Brent Faiyaz,4,0.12,80,Larger Than Life,R&B Hits,Best Time
0.352,102.679,0.45,r&b,-11.733,0.249,0.408,"H.E.R., Bryson Tiller",4,0.267,75,I Used To Know Her,R&B Hits,Could've Been (feat. Bryson Tiller)
0.695,90.119,0.665,r&b,-5.763,0.106,0.707,Ashanti,4,0.0532,72,Ashanti,R&B Hits,Foolish
0.609,95.986,0.652,r&b,-7.519,0.233,0.482,Alicia Keys,3,0.037,76,Songs In A Minor,R&B Hits,Fallin'
0.284,99.796,0.358,r&b,-8.285,0.183,0.276,SZA,3,0.0285,84,SOS,R&B Hits,Nobody Gets Me
0.344,65.203,0.583,r&b,-8.765,0.143,0.581,Brent Faiyaz,3,0.0559,78,Fuck The World,R&B Hits,Clouded
0.574,92.795,0.452,r&b,-8.336,0.189,0.578,Ne-Yo,4,0.311,78,In My Own Words,R&B Hits,So Sick
0.707,93.145,0.704,r&b,-6.537,0.318,0.761,"Brandy, Monica",4,0.0391,73,Never Say Never,R&B Hits,The Boy Is Mine
0.612,86.768,0.536,r&b,-5.847,0.209,0.57,Chris Brown,4,0.272,71,Chris Brown (Expanded Edition),R&B Hits,Yo (Excuse Me Miss)
0.735,88.98,0.644,r&b,-5.747,0.161,0.418,SZA,4,0.0391,86,SOS,R&B Hits,Kill Bill
0.503,137.007,0.646,r&b,-7.472,0.652,0.789,Brent Faiyaz,4,0.0312,77,Larger Than Life,R&B Hits,Forever Yours
0.552,90.098,0.641,r&b,-5.423,0.148,0.152,Alicia Keys,4,0.0283,76,No One (Remixes),R&B Hits,No One
0.698,95.975,0.59,r&b,-4.262,0.107,0.352,USHER,4,0.0286,76,Raymond v Raymond (Expanded Edition),R&B Hits,Hey Daddy (Daddy's Home)
